nohup: ignoring input
[1] order5big_0002: THEOREM (62.2s)  running={'THEOREM': 1}
[238] order5big_1898: LINEAR (0.0s)  running={'THEOREM': 99, 'LINEAR': 134, 'SOLVED_FMB': 5}
[239] order5big_1906: LINEAR (0.0s)  running={'THEOREM': 99, 'LINEAR': 135, 'SOLVED_FMB': 5}
[240] order5big_1914: SOLVED_FMB (0.1s)  running={'THEOREM': 99, 'LINEAR': 135, 'SOLVED_FMB': 6}
[241] order5big_1922: LINEAR (0.0s)  running={'THEOREM': 99, 'LINEAR': 136, 'SOLVED_FMB': 6}
[242] order5big_1930: LINEAR (0.0s)  running={'THEOREM': 99, 'LINEAR': 137, 'SOLVED_FMB': 6}
[243] order5big_1938: LINEAR (0.0s)  running={'THEOREM': 99, 'LINEAR': 138, 'SOLVED_FMB': 6}
[244] order5big_1946: LINEAR (0.0s)  running={'THEOREM': 99, 'LINEAR': 139, 'SOLVED_FMB': 6}
[245] order5big_1954: THEOREM (60.7s)  running={'THEOREM': 100, 'LINEAR': 139, 'SOLVED_FMB': 6}
[246] order5big_1962: LINEAR (0.0s)  running={'THEOREM': 100, 'LINEAR': 140, 'SOLVED_FMB': 6}
[247] order5big_1970: LINEAR (0.0s)  running={'THEOREM': 100, 'LINEAR': 141, 'SOLVED_FMB': 6}
[248] order5big_1978: THEOREM (60.2s)  running={'THEOREM': 101, 'LINEAR': 141, 'SOLVED_FMB': 6}
[249] order5big_1986: LINEAR (0.0s)  running={'THEOREM': 101, 'LINEAR': 142, 'SOLVED_FMB': 6}
[250] order5big_1994: LINEAR (0.0s)  running={'THEOREM': 101, 'LINEAR': 143, 'SOLVED_FMB': 6}
[251] order5big_2002: LINEAR (0.0s)  running={'THEOREM': 101, 'LINEAR': 144, 'SOLVED_FMB': 6}
[252] order5big_2010: THEOREM (60.3s)  running={'THEOREM': 102, 'LINEAR': 144, 'SOLVED_FMB': 6}
[253] order5big_2018: LINEAR (0.0s)  running={'THEOREM': 102, 'LINEAR': 145, 'SOLVED_FMB': 6}
[254] order5big_2026: LINEAR (0.0s)  running={'THEOREM': 102, 'LINEAR': 146, 'SOLVED_FMB': 6}
[255] order5big_2034: SOLVED_FMB (0.3s)  running={'THEOREM': 102, 'LINEAR': 146, 'SOLVED_FMB': 7}
[256] order5big_2042: THEOREM (60.2s)  running={'THEOREM': 103, 'LINEAR': 146, 'SOLVED_FMB': 7}
[257] order5big_2050: LINEAR (0.0s)  running={'THEOREM': 103, 'LINEAR': 147, 'SOLVED_FMB': 7}
[258] order5big_2058: THEOREM (80.9s)  running={'THEOREM': 104, 'LINEAR': 147, 'SOLVED_FMB': 7}
[259] order5big_2066: LINEAR (0.0s)  running={'THEOREM': 104, 'LINEAR': 148, 'SOLVED_FMB': 7}
[260] order5big_2074: LINEAR (0.0s)  running={'THEOREM': 104, 'LINEAR': 149, 'SOLVED_FMB': 7}
[261] order5big_2082: THEOREM (61.2s)  running={'THEOREM': 105, 'LINEAR': 149, 'SOLVED_FMB': 7}
[262] order5big_2090: LINEAR (0.0s)  running={'THEOREM': 105, 'LINEAR': 150, 'SOLVED_FMB': 7}
[263] order5big_2098: LINEAR (0.0s)  running={'THEOREM': 105, 'LINEAR': 151, 'SOLVED_FMB': 7}
[264] order5big_2106: THEOREM (60.2s)  running={'THEOREM': 106, 'LINEAR': 151, 'SOLVED_FMB': 7}
[265] order5big_2114: SOLVED_FMB (1.1s)  running={'THEOREM': 106, 'LINEAR': 151, 'SOLVED_FMB': 8}
[266] order5big_2122: THEOREM (34.6s)  running={'THEOREM': 107, 'LINEAR': 151, 'SOLVED_FMB': 8}
[267] order5big_2130: LINEAR (0.0s)  running={'THEOREM': 107, 'LINEAR': 152, 'SOLVED_FMB': 8}
[268] order5big_2138: THEOREM (60.4s)  running={'THEOREM': 108, 'LINEAR': 152, 'SOLVED_FMB': 8}
[269] order5big_2146: LINEAR (0.0s)  running={'THEOREM': 108, 'LINEAR': 153, 'SOLVED_FMB': 8}
[270] order5big_2154: THEOREM (60.2s)  running={'THEOREM': 109, 'LINEAR': 153, 'SOLVED_FMB': 8}
[271] order5big_2162: LINEAR (0.0s)  running={'THEOREM': 109, 'LINEAR': 154, 'SOLVED_FMB': 8}
[272] order5big_2170: THEOREM (60.2s)  running={'THEOREM': 110, 'LINEAR': 154, 'SOLVED_FMB': 8}
[273] order5big_2178: THEOREM (2.1s)  running={'THEOREM': 111, 'LINEAR': 154, 'SOLVED_FMB': 8}
[274] order5big_2186: THEOREM (60.6s)  running={'THEOREM': 112, 'LINEAR': 154, 'SOLVED_FMB': 8}
[275] order5big_2194: THEOREM (61.1s)  running={'THEOREM': 113, 'LINEAR': 154, 'SOLVED_FMB': 8}
[276] order5big_2202: LINEAR (0.0s)  running={'THEOREM': 113, 'LINEAR': 155, 'SOLVED_FMB': 8}
[277] order5big_2210: THEOREM (60.2s)  running={'THEOREM': 114, 'LINEAR': 155, 'SOLVED_FMB': 8}
[278] order5big_2218: LINEAR (0.0s)  running={'THEOREM': 114, 'LINEAR': 156, 'SOLVED_FMB': 8}
[279] order5big_2226: LINEAR (0.0s)  running={'THEOREM': 114, 'LINEAR': 157, 'SOLVED_FMB': 8}
[280] order5big_2234: LINEAR (0.0s)  running={'THEOREM': 114, 'LINEAR': 158, 'SOLVED_FMB': 8}
[281] order5big_2242: LINEAR (0.0s)  running={'THEOREM': 114, 'LINEAR': 159, 'SOLVED_FMB': 8}
[282] order5big_2250: LINEAR (0.0s)  running={'THEOREM': 114, 'LINEAR': 160, 'SOLVED_FMB': 8}
[283] order5big_2258: LINEAR (0.0s)  running={'THEOREM': 114, 'LINEAR': 161, 'SOLVED_FMB': 8}
[284] order5big_2266: THEOREM (61.2s)  running={'THEOREM': 115, 'LINEAR': 161, 'SOLVED_FMB': 8}
[285] order5big_2274: THEOREM (60.7s)  running={'THEOREM': 116, 'LINEAR': 161, 'SOLVED_FMB': 8}
[286] order5big_2282: THEOREM (65.2s)  running={'THEOREM': 117, 'LINEAR': 161, 'SOLVED_FMB': 8}
[287] order5big_2290: LINEAR (0.0s)  running={'THEOREM': 117, 'LINEAR': 162, 'SOLVED_FMB': 8}
[288] order5big_2298: LINEAR (0.0s)  running={'THEOREM': 117, 'LINEAR': 163, 'SOLVED_FMB': 8}
[289] order5big_2306: THEOREM (60.2s)  running={'THEOREM': 118, 'LINEAR': 163, 'SOLVED_FMB': 8}
[290] order5big_2314: LINEAR (0.0s)  running={'THEOREM': 118, 'LINEAR': 164, 'SOLVED_FMB': 8}
[291] order5big_2322: LINEAR (0.0s)  running={'THEOREM': 118, 'LINEAR': 165, 'SOLVED_FMB': 8}
[292] order5big_2330: THEOREM (0.3s)  running={'THEOREM': 119, 'LINEAR': 165, 'SOLVED_FMB': 8}
[293] order5big_2338: THEOREM (60.3s)  running={'THEOREM': 120, 'LINEAR': 165, 'SOLVED_FMB': 8}
[294] order5big_2346: LINEAR (0.0s)  running={'THEOREM': 120, 'LINEAR': 166, 'SOLVED_FMB': 8}
[295] order5big_2354: THEOREM (60.7s)  running={'THEOREM': 121, 'LINEAR': 166, 'SOLVED_FMB': 8}
[296] order5big_2362: LINEAR (0.0s)  running={'THEOREM': 121, 'LINEAR': 167, 'SOLVED_FMB': 8}
[297] order5big_2370: LINEAR (0.0s)  running={'THEOREM': 121, 'LINEAR': 168, 'SOLVED_FMB': 8}
[298] order5big_2378: THEOREM (60.2s)  running={'THEOREM': 122, 'LINEAR': 168, 'SOLVED_FMB': 8}
[299] order5big_2386: LINEAR (0.0s)  running={'THEOREM': 122, 'LINEAR': 169, 'SOLVED_FMB': 8}
[300] order5big_2394: THEOREM (60.2s)  running={'THEOREM': 123, 'LINEAR': 169, 'SOLVED_FMB': 8}
[301] order5big_2402: THEOREM (60.6s)  running={'THEOREM': 124, 'LINEAR': 169, 'SOLVED_FMB': 8}
[302] order5big_2410: THEOREM (60.2s)  running={'THEOREM': 125, 'LINEAR': 169, 'SOLVED_FMB': 8}
[303] order5big_2418: LINEAR (0.0s)  running={'THEOREM': 125, 'LINEAR': 170, 'SOLVED_FMB': 8}
[304] order5big_2426: LINEAR (0.0s)  running={'THEOREM': 125, 'LINEAR': 171, 'SOLVED_FMB': 8}
[305] order5big_2434: LINEAR (0.0s)  running={'THEOREM': 125, 'LINEAR': 172, 'SOLVED_FMB': 8}
[306] order5big_2442: LINEAR (0.0s)  running={'THEOREM': 125, 'LINEAR': 173, 'SOLVED_FMB': 8}
[307] order5big_2450: LINEAR (0.0s)  running={'THEOREM': 125, 'LINEAR': 174, 'SOLVED_FMB': 8}
[308] order5big_2458: THEOREM (60.2s)  running={'THEOREM': 126, 'LINEAR': 174, 'SOLVED_FMB': 8}
[309] order5big_2466: LINEAR (0.0s)  running={'THEOREM': 126, 'LINEAR': 175, 'SOLVED_FMB': 8}
[310] order5big_2474: THEOREM (61.2s)  running={'THEOREM': 127, 'LINEAR': 175, 'SOLVED_FMB': 8}
[311] order5big_2482: THEOREM (60.2s)  running={'THEOREM': 128, 'LINEAR': 175, 'SOLVED_FMB': 8}
[312] order5big_2490: LINEAR (0.0s)  running={'THEOREM': 128, 'LINEAR': 176, 'SOLVED_FMB': 8}
[313] order5big_2498: LINEAR (0.0s)  running={'THEOREM': 128, 'LINEAR': 177, 'SOLVED_FMB': 8}
[314] order5big_2506: SOLVED_FMB (0.2s)  running={'THEOREM': 128, 'LINEAR': 177, 'SOLVED_FMB': 9}
[315] order5big_2514: THEOREM (60.6s)  running={'THEOREM': 129, 'LINEAR': 177, 'SOLVED_FMB': 9}
[316] order5big_2522: THEOREM (72.1s)  running={'THEOREM': 130, 'LINEAR': 177, 'SOLVED_FMB': 9}
[317] order5big_2530: LINEAR (0.0s)  running={'THEOREM': 130, 'LINEAR': 178, 'SOLVED_FMB': 9}
[318] order5big_2538: LINEAR (0.0s)  running={'THEOREM': 130, 'LINEAR': 179, 'SOLVED_FMB': 9}
[319] order5big_2546: LINEAR (0.0s)  running={'THEOREM': 130, 'LINEAR': 180, 'SOLVED_FMB': 9}
[320] order5big_2554: LINEAR (0.0s)  running={'THEOREM': 130, 'LINEAR': 181, 'SOLVED_FMB': 9}
[321] order5big_2562: LINEAR (0.0s)  running={'THEOREM': 130, 'LINEAR': 182, 'SOLVED_FMB': 9}
[322] order5big_2570: LINEAR (0.0s)  running={'THEOREM': 130, 'LINEAR': 183, 'SOLVED_FMB': 9}
[323] order5big_2578: THEOREM (60.6s)  running={'THEOREM': 131, 'LINEAR': 183, 'SOLVED_FMB': 9}
[324] order5big_2586: LINEAR (0.0s)  running={'THEOREM': 131, 'LINEAR': 184, 'SOLVED_FMB': 9}
[325] order5big_2594: THEOREM (60.2s)  running={'THEOREM': 132, 'LINEAR': 184, 'SOLVED_FMB': 9}
[326] order5big_2602: LINEAR (0.0s)  running={'THEOREM': 132, 'LINEAR': 185, 'SOLVED_FMB': 9}
[327] order5big_2610: LINEAR (0.0s)  running={'THEOREM': 132, 'LINEAR': 186, 'SOLVED_FMB': 9}
[328] order5big_2618: THEOREM (60.5s)  running={'THEOREM': 133, 'LINEAR': 186, 'SOLVED_FMB': 9}
[329] order5big_2626: LINEAR (0.0s)  running={'THEOREM': 133, 'LINEAR': 187, 'SOLVED_FMB': 9}
[330] order5big_2634: LINEAR (0.0s)  running={'THEOREM': 133, 'LINEAR': 188, 'SOLVED_FMB': 9}
[331] order5big_2642: LINEAR (0.0s)  running={'THEOREM': 133, 'LINEAR': 189, 'SOLVED_FMB': 9}
[332] order5big_2650: THEOREM (0.8s)  running={'THEOREM': 134, 'LINEAR': 189, 'SOLVED_FMB': 9}
[333] order5big_2658: LINEAR (0.0s)  running={'THEOREM': 134, 'LINEAR': 190, 'SOLVED_FMB': 9}
[334] order5big_2666: THEOREM (61.2s)  running={'THEOREM': 135, 'LINEAR': 190, 'SOLVED_FMB': 9}
[335] order5big_2674: LINEAR (0.0s)  running={'THEOREM': 135, 'LINEAR': 191, 'SOLVED_FMB': 9}
[336] order5big_2682: THEOREM (60.6s)  running={'THEOREM': 136, 'LINEAR': 191, 'SOLVED_FMB': 9}
[337] order5big_2690: LINEAR (0.0s)  running={'THEOREM': 136, 'LINEAR': 192, 'SOLVED_FMB': 9}
[338] order5big_2698: THEOREM (60.5s)  running={'THEOREM': 137, 'LINEAR': 192, 'SOLVED_FMB': 9}
[339] order5big_2706: THEOREM (60.8s)  running={'THEOREM': 138, 'LINEAR': 192, 'SOLVED_FMB': 9}
[340] order5big_2714: LINEAR (0.0s)  running={'THEOREM': 138, 'LINEAR': 193, 'SOLVED_FMB': 9}
[341] order5big_2722: LINEAR (0.0s)  running={'THEOREM': 138, 'LINEAR': 194, 'SOLVED_FMB': 9}
[342] order5big_2730: LINEAR (0.0s)  running={'THEOREM': 138, 'LINEAR': 195, 'SOLVED_FMB': 9}
[343] order5big_2738: THEOREM (60.1s)  running={'THEOREM': 139, 'LINEAR': 195, 'SOLVED_FMB': 9}
[344] order5big_2746: THEOREM (60.3s)  running={'THEOREM': 140, 'LINEAR': 195, 'SOLVED_FMB': 9}
[345] order5big_2754: LINEAR (0.0s)  running={'THEOREM': 140, 'LINEAR': 196, 'SOLVED_FMB': 9}
[346] order5big_2762: LINEAR (0.0s)  running={'THEOREM': 140, 'LINEAR': 197, 'SOLVED_FMB': 9}
[347] order5big_2770: LINEAR (0.0s)  running={'THEOREM': 140, 'LINEAR': 198, 'SOLVED_FMB': 9}
[348] order5big_2778: LINEAR (0.0s)  running={'THEOREM': 140, 'LINEAR': 199, 'SOLVED_FMB': 9}
[349] order5big_2786: THEOREM (78.9s)  running={'THEOREM': 141, 'LINEAR': 199, 'SOLVED_FMB': 9}
[350] order5big_2794: LINEAR (0.0s)  running={'THEOREM': 141, 'LINEAR': 200, 'SOLVED_FMB': 9}
[351] order5big_2802: LINEAR (0.0s)  running={'THEOREM': 141, 'LINEAR': 201, 'SOLVED_FMB': 9}
[352] order5big_2810: THEOREM (60.2s)  running={'THEOREM': 142, 'LINEAR': 201, 'SOLVED_FMB': 9}
[353] order5big_2818: THEOREM (60.2s)  running={'THEOREM': 143, 'LINEAR': 201, 'SOLVED_FMB': 9}
[354] order5big_2826: THEOREM (60.1s)  running={'THEOREM': 144, 'LINEAR': 201, 'SOLVED_FMB': 9}
[355] order5big_2834: THEOREM (60.3s)  running={'THEOREM': 145, 'LINEAR': 201, 'SOLVED_FMB': 9}
[356] order5big_2842: LINEAR (0.0s)  running={'THEOREM': 145, 'LINEAR': 202, 'SOLVED_FMB': 9}
[357] order5big_2850: LINEAR (0.0s)  running={'THEOREM': 145, 'LINEAR': 203, 'SOLVED_FMB': 9}
[358] order5big_2858: LINEAR (0.0s)  running={'THEOREM': 145, 'LINEAR': 204, 'SOLVED_FMB': 9}
[359] order5big_2866: LINEAR (0.0s)  running={'THEOREM': 145, 'LINEAR': 205, 'SOLVED_FMB': 9}
[360] order5big_2874: LINEAR (0.0s)  running={'THEOREM': 145, 'LINEAR': 206, 'SOLVED_FMB': 9}
[361] order5big_2882: LINEAR (0.0s)  running={'THEOREM': 145, 'LINEAR': 207, 'SOLVED_FMB': 9}
[362] order5big_2890: LINEAR (0.0s)  running={'THEOREM': 145, 'LINEAR': 208, 'SOLVED_FMB': 9}
[363] order5big_2898: THEOREM (60.2s)  running={'THEOREM': 146, 'LINEAR': 208, 'SOLVED_FMB': 9}
[364] order5big_2906: THEOREM (60.4s)  running={'THEOREM': 147, 'LINEAR': 208, 'SOLVED_FMB': 9}
[365] order5big_2914: LINEAR (0.0s)  running={'THEOREM': 147, 'LINEAR': 209, 'SOLVED_FMB': 9}
[366] order5big_2922: LINEAR (0.0s)  running={'THEOREM': 147, 'LINEAR': 210, 'SOLVED_FMB': 9}
[367] order5big_2930: LINEAR (0.0s)  running={'THEOREM': 147, 'LINEAR': 211, 'SOLVED_FMB': 9}
[368] order5big_2938: LINEAR (0.0s)  running={'THEOREM': 147, 'LINEAR': 212, 'SOLVED_FMB': 9}
[369] order5big_2946: THEOREM (60.4s)  running={'THEOREM': 148, 'LINEAR': 212, 'SOLVED_FMB': 9}
[370] order5big_2954: LINEAR (0.0s)  running={'THEOREM': 148, 'LINEAR': 213, 'SOLVED_FMB': 9}
[371] order5big_2962: THEOREM (3.8s)  running={'THEOREM': 149, 'LINEAR': 213, 'SOLVED_FMB': 9}
[372] order5big_2970: LINEAR (0.0s)  running={'THEOREM': 149, 'LINEAR': 214, 'SOLVED_FMB': 9}
[373] order5big_2978: THEOREM (60.2s)  running={'THEOREM': 150, 'LINEAR': 214, 'SOLVED_FMB': 9}
[374] order5big_2986: LINEAR (0.0s)  running={'THEOREM': 150, 'LINEAR': 215, 'SOLVED_FMB': 9}
[375] order5big_2994: SOLVED_FMB (0.1s)  running={'THEOREM': 150, 'LINEAR': 215, 'SOLVED_FMB': 10}
[376] order5big_3002: THEOREM (60.2s)  running={'THEOREM': 151, 'LINEAR': 215, 'SOLVED_FMB': 10}
[377] order5big_3010: LINEAR (0.0s)  running={'THEOREM': 151, 'LINEAR': 216, 'SOLVED_FMB': 10}
[378] order5big_3018: LINEAR (0.0s)  running={'THEOREM': 151, 'LINEAR': 217, 'SOLVED_FMB': 10}
[379] order5big_3026: LINEAR (0.0s)  running={'THEOREM': 151, 'LINEAR': 218, 'SOLVED_FMB': 10}
[380] order5big_3034: THEOREM (60.2s)  running={'THEOREM': 152, 'LINEAR': 218, 'SOLVED_FMB': 10}
[381] order5big_3042: SOLVED_FMB (0.3s)  running={'THEOREM': 152, 'LINEAR': 218, 'SOLVED_FMB': 11}
[382] order5big_3050: LINEAR (0.0s)  running={'THEOREM': 152, 'LINEAR': 219, 'SOLVED_FMB': 11}
[383] order5big_3058: THEOREM (60.2s)  running={'THEOREM': 153, 'LINEAR': 219, 'SOLVED_FMB': 11}
[384] order5big_3066: THEOREM (60.2s)  running={'THEOREM': 154, 'LINEAR': 219, 'SOLVED_FMB': 11}
[385] order5big_3074: LINEAR (0.0s)  running={'THEOREM': 154, 'LINEAR': 220, 'SOLVED_FMB': 11}
[386] order5big_3082: LINEAR (0.0s)  running={'THEOREM': 154, 'LINEAR': 221, 'SOLVED_FMB': 11}
[387] order5big_3090: THEOREM (73.3s)  running={'THEOREM': 155, 'LINEAR': 221, 'SOLVED_FMB': 11}
[388] order5big_3098: LINEAR (0.0s)  running={'THEOREM': 155, 'LINEAR': 222, 'SOLVED_FMB': 11}
[389] order5big_3106: LINEAR (0.0s)  running={'THEOREM': 155, 'LINEAR': 223, 'SOLVED_FMB': 11}
[390] order5big_3114: LINEAR (0.0s)  running={'THEOREM': 155, 'LINEAR': 224, 'SOLVED_FMB': 11}
[391] order5big_3122: LINEAR (0.0s)  running={'THEOREM': 155, 'LINEAR': 225, 'SOLVED_FMB': 11}
[392] order5big_3130: LINEAR (0.0s)  running={'THEOREM': 155, 'LINEAR': 226, 'SOLVED_FMB': 11}
[393] order5big_3138: THEOREM (60.2s)  running={'THEOREM': 156, 'LINEAR': 226, 'SOLVED_FMB': 11}
[394] order5big_3146: LINEAR (0.0s)  running={'THEOREM': 156, 'LINEAR': 227, 'SOLVED_FMB': 11}
[395] order5big_3154: THEOREM (60.2s)  running={'THEOREM': 157, 'LINEAR': 227, 'SOLVED_FMB': 11}
[396] order5big_3162: THEOREM (60.2s)  running={'THEOREM': 158, 'LINEAR': 227, 'SOLVED_FMB': 11}
[397] order5big_3170: THEOREM (60.2s)  running={'THEOREM': 159, 'LINEAR': 227, 'SOLVED_FMB': 11}
[398] order5big_3178: LINEAR (0.0s)  running={'THEOREM': 159, 'LINEAR': 228, 'SOLVED_FMB': 11}
[399] order5big_3186: LINEAR (0.0s)  running={'THEOREM': 159, 'LINEAR': 229, 'SOLVED_FMB': 11}
[400] order5big_3194: LINEAR (0.0s)  running={'THEOREM': 159, 'LINEAR': 230, 'SOLVED_FMB': 11}
[401] order5big_3202: LINEAR (0.0s)  running={'THEOREM': 159, 'LINEAR': 231, 'SOLVED_FMB': 11}
[402] order5big_3210: THEOREM (60.2s)  running={'THEOREM': 160, 'LINEAR': 231, 'SOLVED_FMB': 11}
[403] order5big_3218: THEOREM (60.3s)  running={'THEOREM': 161, 'LINEAR': 231, 'SOLVED_FMB': 11}
[404] order5big_3226: LINEAR (0.0s)  running={'THEOREM': 161, 'LINEAR': 232, 'SOLVED_FMB': 11}
[405] order5big_3234: LINEAR (0.0s)  running={'THEOREM': 161, 'LINEAR': 233, 'SOLVED_FMB': 11}
[406] order5big_3242: LINEAR (0.0s)  running={'THEOREM': 161, 'LINEAR': 234, 'SOLVED_FMB': 11}
[407] order5big_3250: THEOREM (60.2s)  running={'THEOREM': 162, 'LINEAR': 234, 'SOLVED_FMB': 11}
[408] order5big_3258: LINEAR (0.0s)  running={'THEOREM': 162, 'LINEAR': 235, 'SOLVED_FMB': 11}
[409] order5big_3266: LINEAR (0.0s)  running={'THEOREM': 162, 'LINEAR': 236, 'SOLVED_FMB': 11}
[410] order5big_3274: LINEAR (0.0s)  running={'THEOREM': 162, 'LINEAR': 237, 'SOLVED_FMB': 11}
[411] order5big_3282: THEOREM (60.2s)  running={'THEOREM': 163, 'LINEAR': 237, 'SOLVED_FMB': 11}
[412] order5big_3290: LINEAR (0.0s)  running={'THEOREM': 163, 'LINEAR': 238, 'SOLVED_FMB': 11}
[413] order5big_3298: LINEAR (0.0s)  running={'THEOREM': 163, 'LINEAR': 239, 'SOLVED_FMB': 11}
[414] order5big_3306: LINEAR (0.0s)  running={'THEOREM': 163, 'LINEAR': 240, 'SOLVED_FMB': 11}
[415] order5big_3314: LINEAR (0.0s)  running={'THEOREM': 163, 'LINEAR': 241, 'SOLVED_FMB': 11}
[416] order5big_3322: LINEAR (0.0s)  running={'THEOREM': 163, 'LINEAR': 242, 'SOLVED_FMB': 11}
[417] order5big_3330: THEOREM (60.2s)  running={'THEOREM': 164, 'LINEAR': 242, 'SOLVED_FMB': 11}
[418] order5big_3338: THEOREM (60.6s)  running={'THEOREM': 165, 'LINEAR': 242, 'SOLVED_FMB': 11}
[419] order5big_3346: LINEAR (0.0s)  running={'THEOREM': 165, 'LINEAR': 243, 'SOLVED_FMB': 11}
[420] order5big_3354: THEOREM (61.2s)  running={'THEOREM': 166, 'LINEAR': 243, 'SOLVED_FMB': 11}
[421] order5big_3362: LINEAR (0.0s)  running={'THEOREM': 166, 'LINEAR': 244, 'SOLVED_FMB': 11}
[422] order5big_3370: LINEAR (0.0s)  running={'THEOREM': 166, 'LINEAR': 245, 'SOLVED_FMB': 11}
[423] order5big_3378: THEOREM (60.2s)  running={'THEOREM': 167, 'LINEAR': 245, 'SOLVED_FMB': 11}
[424] order5big_3386: SOLVED_FMB (0.4s)  running={'THEOREM': 167, 'LINEAR': 245, 'SOLVED_FMB': 12}
[425] order5big_3394: THEOREM (60.6s)  running={'THEOREM': 168, 'LINEAR': 245, 'SOLVED_FMB': 12}
[426] order5big_3402: THEOREM (60.6s)  running={'THEOREM': 169, 'LINEAR': 245, 'SOLVED_FMB': 12}
[427] order5big_3410: LINEAR (0.0s)  running={'THEOREM': 169, 'LINEAR': 246, 'SOLVED_FMB': 12}
[428] order5big_3418: THEOREM (7.3s)  running={'THEOREM': 170, 'LINEAR': 246, 'SOLVED_FMB': 12}
[429] order5big_3426: LINEAR (0.0s)  running={'THEOREM': 170, 'LINEAR': 247, 'SOLVED_FMB': 12}
[430] order5big_3434: THEOREM (60.2s)  running={'THEOREM': 171, 'LINEAR': 247, 'SOLVED_FMB': 12}
[431] order5big_3442: THEOREM (60.2s)  running={'THEOREM': 172, 'LINEAR': 247, 'SOLVED_FMB': 12}
[432] order5big_3450: LINEAR (0.0s)  running={'THEOREM': 172, 'LINEAR': 248, 'SOLVED_FMB': 12}
[433] order5big_3458: LINEAR (0.0s)  running={'THEOREM': 172, 'LINEAR': 249, 'SOLVED_FMB': 12}
[434] order5big_3466: THEOREM (60.2s)  running={'THEOREM': 173, 'LINEAR': 249, 'SOLVED_FMB': 12}
[435] order5big_3474: LINEAR (0.0s)  running={'THEOREM': 173, 'LINEAR': 250, 'SOLVED_FMB': 12}
[436] order5big_3482: LINEAR (0.0s)  running={'THEOREM': 173, 'LINEAR': 251, 'SOLVED_FMB': 12}
[437] order5big_3490: THEOREM (60.2s)  running={'THEOREM': 174, 'LINEAR': 251, 'SOLVED_FMB': 12}
[438] order5big_3498: LINEAR (0.0s)  running={'THEOREM': 174, 'LINEAR': 252, 'SOLVED_FMB': 12}
[439] order5big_3506: LINEAR (0.0s)  running={'THEOREM': 174, 'LINEAR': 253, 'SOLVED_FMB': 12}
[440] order5big_3514: THEOREM (60.2s)  running={'THEOREM': 175, 'LINEAR': 253, 'SOLVED_FMB': 12}
[441] order5big_3522: LINEAR (0.0s)  running={'THEOREM': 175, 'LINEAR': 254, 'SOLVED_FMB': 12}
[442] order5big_3530: LINEAR (0.0s)  running={'THEOREM': 175, 'LINEAR': 255, 'SOLVED_FMB': 12}
[443] order5big_3538: THEOREM (72.6s)  running={'THEOREM': 176, 'LINEAR': 255, 'SOLVED_FMB': 12}
[444] order5big_3546: LINEAR (0.0s)  running={'THEOREM': 176, 'LINEAR': 256, 'SOLVED_FMB': 12}
[445] order5big_3554: LINEAR (0.0s)  running={'THEOREM': 176, 'LINEAR': 257, 'SOLVED_FMB': 12}
[446] order5big_3562: LINEAR (0.0s)  running={'THEOREM': 176, 'LINEAR': 258, 'SOLVED_FMB': 12}
[447] order5big_3570: LINEAR (0.0s)  running={'THEOREM': 176, 'LINEAR': 259, 'SOLVED_FMB': 12}
[448] order5big_3578: LINEAR (0.0s)  running={'THEOREM': 176, 'LINEAR': 260, 'SOLVED_FMB': 12}
[449] order5big_3586: SOLVED_FMB (1.3s)  running={'THEOREM': 176, 'LINEAR': 260, 'SOLVED_FMB': 13}
[450] order5big_3594: LINEAR (0.0s)  running={'THEOREM': 176, 'LINEAR': 261, 'SOLVED_FMB': 13}
[451] order5big_3602: LINEAR (0.0s)  running={'THEOREM': 176, 'LINEAR': 262, 'SOLVED_FMB': 13}
[452] order5big_3610: LINEAR (0.0s)  running={'THEOREM': 176, 'LINEAR': 263, 'SOLVED_FMB': 13}
[453] order5big_3618: LINEAR (0.0s)  running={'THEOREM': 176, 'LINEAR': 264, 'SOLVED_FMB': 13}
[454] order5big_3626: THEOREM (60.2s)  running={'THEOREM': 177, 'LINEAR': 264, 'SOLVED_FMB': 13}
[455] order5big_3634: LINEAR (0.0s)  running={'THEOREM': 177, 'LINEAR': 265, 'SOLVED_FMB': 13}
[456] order5big_3642: LINEAR (0.0s)  running={'THEOREM': 177, 'LINEAR': 266, 'SOLVED_FMB': 13}
[457] order5big_3650: LINEAR (0.0s)  running={'THEOREM': 177, 'LINEAR': 267, 'SOLVED_FMB': 13}
[458] order5big_3658: LINEAR (0.0s)  running={'THEOREM': 177, 'LINEAR': 268, 'SOLVED_FMB': 13}
[459] order5big_3666: LINEAR (0.0s)  running={'THEOREM': 177, 'LINEAR': 269, 'SOLVED_FMB': 13}
[460] order5big_3674: LINEAR (0.0s)  running={'THEOREM': 177, 'LINEAR': 270, 'SOLVED_FMB': 13}
[461] order5big_3682: THEOREM (60.2s)  running={'THEOREM': 178, 'LINEAR': 270, 'SOLVED_FMB': 13}
[462] order5big_3690: THEOREM (60.7s)  running={'THEOREM': 179, 'LINEAR': 270, 'SOLVED_FMB': 13}
[463] order5big_3698: THEOREM (60.2s)  running={'THEOREM': 180, 'LINEAR': 270, 'SOLVED_FMB': 13}
[464] order5big_3706: LINEAR (0.0s)  running={'THEOREM': 180, 'LINEAR': 271, 'SOLVED_FMB': 13}
[465] order5big_3714: LINEAR (0.0s)  running={'THEOREM': 180, 'LINEAR': 272, 'SOLVED_FMB': 13}
